,text
14603,RT @BittuChika: @awwal_e @GhasitaR @KiraiKaaTattu @JindaSinghVeer @MandhBudhhi @FattuKattu @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14604,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14605,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14606,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14607,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14608,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14609,"RT @standwkashmir: “Sanaullah Dar was due to undergo surgery to remove a tumour in his bladder. Four months later, he was dead, with doctor…"
14610,"RT @MaleehaHashmey: Catch me &amp; Ahmed Quraishi with Jameel Farooqui on AAP News on #200Days of #Kashmir Curfew - at 7'pm tonight !!

Watch &amp;…"
14611,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14612,‘Are billion dollar investments in India prompting #Saudi Arabia's silence over #Kashmir?‘ writes Sabena Siddiqui https://t.co/yw4GdfGgGp
14613,"#India hahaha, This govt separated Kashmir with its own hands.
#Kashmir will be a nation of its own now."
14614,RT @sweposten: @ParveenKader @mujworld @Tamil1947 @Deep4IND @RanjitOne @WuntakalL @JosephM00387990 @shufta20 @MendonsaCyril @DickDarryl @pa…
14615,RT @M_A_Thakur: All Parties Group on #Kashmir being relaunched in European Parliament @Europarl_EN https://t.co/V42yvh9X7O
14616,"RT @ramesh70chennai: Pray to Lord Shiva to bless us so that we celebrate next #MahaShivaratri with full #Kashmir integrated into Bharat.

#…"
14617,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14618,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
14619,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14620,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14621,The problem with #Kashmir is that the #Westernworld fails to respond to the undeniable injustice of the procedure a… https://t.co/PbHsWu6cTJ
14622,RT @FattuKattu: @BittuChika @KiraiKaaTattu @JindaSinghVeer @awwal_e @MandhBudhhi @GhasitaR @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14623,RT @GhasitaR: @MandhBudhhi @BittuChika @KiraiKaaTattu @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989 @haider_mateen…
14624,RT @awwal_e: @KiraiKaaTattu @MandhBudhhi @GhasitaR @FattuKattu @BittuChika @JindaSinghVeer @hai_zaman @MadinaSani1 @RamLingamForYou @WaqAhm…
14625,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14626,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14627,RT @KiraiKaaTattu: @MandhBudhhi @BittuChika @GhasitaR @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989 @haider_mateen…
14628,"RT @SoStarMusic: 200 days of Kashmir siege: A mother's wait for her jailed son

Hundreds of Kashmiris have been thrown into jail under #PSA…"
14629,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14630,RT @BittuChika: @awwal_e @GhasitaR @KiraiKaaTattu @JindaSinghVeer @MandhBudhhi @FattuKattu @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14631,"RT @MaleehaHashmey: Catch me &amp; Ahmed Quraishi with Jameel Farooqui on AAP News on #200Days of #Kashmir Curfew - at 7'pm tonight !!

Watch &amp;…"
14632,"RT @KashScientist: The PM will cherry pick his team of mouthpiece who will visit #Kashmir. It reads:
""The PMO's office will decide the comp…"
14633,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14634,RT @sweposten: @ParveenKader @mujworld @Tamil1947 @Deep4IND @RanjitOne @WuntakalL @JosephM00387990 @shufta20 @MendonsaCyril @DickDarryl @pa…
14635,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
14636,RT @FastVPNapp: #Kashmir #KashmirWantsFreedom Fast VPN support Kashmir people's right for freedom. Fast VPN is tring the best to supply fas…
14637,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14638,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14639,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14640,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14641,RT @M_A_Thakur: All Parties Group on #Kashmir being relaunched in European Parliament @Europarl_EN https://t.co/V42yvh9X7O
14642,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
14643,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14644,RT @KiraiKaaTattu: @MandhBudhhi @BittuChika @GhasitaR @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989 @haider_mateen…
14645,"RT @sumit0707: Vehicle-mounted laser dazzler, non-lethal system for crowd control.effective replacement to Handle #stonepelting in #kashmir…"
14646,RT @FattuKattu: @BittuChika @KiraiKaaTattu @JindaSinghVeer @awwal_e @MandhBudhhi @GhasitaR @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14647,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14648,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14649,RT @GhasitaR: @MandhBudhhi @BittuChika @KiraiKaaTattu @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989 @haider_mateen…
14650,RT @BittuChika: @awwal_e @GhasitaR @KiraiKaaTattu @JindaSinghVeer @MandhBudhhi @FattuKattu @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14651,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14652,RT @riyazulkhaliq: 'don’t be under the misconception that it (social media) is not being used in #Kashmir. And if we (police) are picking u…
14653,RT @awwal_e: @KiraiKaaTattu @MandhBudhhi @GhasitaR @FattuKattu @BittuChika @JindaSinghVeer @hai_zaman @MadinaSani1 @RamLingamForYou @WaqAhm…
14654,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14655,RT @KiraiKaaTattu: @MandhBudhhi @BittuChika @GhasitaR @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989 @haider_mateen…
14656,RT @BittuChika: @awwal_e @GhasitaR @KiraiKaaTattu @JindaSinghVeer @MandhBudhhi @FattuKattu @Soldier_AllahPK @vjtooni @RamLingamForYou @oOps…
14657,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14658,RT @SabahKashmiri: A #Kashmir youth had uploaded fake photographs on FB accusing security forces of vandalism in north #Kashmir last year w…
14659,@awwal_e @GhasitaR @KiraiKaaTattu @JindaSinghVeer @MandhBudhhi @FattuKattu @Soldier_AllahPK @vjtooni… https://t.co/kbTXGx5NBN
14660,"RT @NorthernComd_IA: With the aim to support the spirit of youth seeking promising career, #IndianArmy in #Kashmir is organising series of…"
14661,@MandhBudhhi @BittuChika @GhasitaR @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989… https://t.co/5m6Xq2oaqq
14662,@KiraiKaaTattu @MandhBudhhi @GhasitaR @FattuKattu @BittuChika @JindaSinghVeer @hai_zaman @MadinaSani1… https://t.co/4tyOsd38MT
14663,"RT @MaleehaHashmey: Catch me &amp; Ahmed Quraishi with Jameel Farooqui on AAP News on #200Days of #Kashmir Curfew - at 7'pm tonight !!

Watch &amp;…"
14664,@MandhBudhhi @BittuChika @KiraiKaaTattu @awwal_e @JindaSinghVeer @FattuKattu @RamLingamForYou @azharsiraj8989… https://t.co/YDOdRfpLXL
14665,@BittuChika @KiraiKaaTattu @JindaSinghVeer @awwal_e @MandhBudhhi @GhasitaR @Soldier_AllahPK @vjtooni… https://t.co/kH6XXS0f25
14666,"RT @KashmirView: Srinagar woman duped of rupees 22 lacs by online “fraudsters”, case registered by… https://t.co/87MkyXpuNZ #Kashmir"
14667,"RT @LetKashmirSpeak: 70 Kashmiris Martyred During 200 Days Of Military Siege In IOK

#LetKashmirSpeak #StandWithKashmir #SaveKashmiriWomen…"
14668,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14669,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14670,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
14671,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14672,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
14673,"RT @SoStarMusic: 200 days of Kashmir siege: A mother's wait for her jailed son

Hundreds of Kashmiris have been thrown into jail under #PSA…"
14674,"RT @MaleehaHashmey: Catch me &amp; Ahmed Quraishi with Jameel Farooqui on AAP News on #200Days of #Kashmir Curfew - at 7'pm tonight !!

Watch &amp;…"
14675,A second batch of about 40 Union ministers is likely to visit #Jammu &amp; #Kashmir in April to get first-hand informat… https://t.co/DawC62gKZT
14676,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14677,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14678,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14679,"#BreakingNews
One more terrorist / OGW 
Identified as Saqib Lone arrested 
By @BudgamPolice in #Kashmir 

The terro… https://t.co/29FklwhQp4"
14680,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14681,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14682,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14683,"RT @rockeypanditajk: #Kashmir
#JammuAndKashmir..

#Shankrcharya Temple near Srinagar - lit up for #Mahashivratri. 
(Courtesy :@deepduttajou…"
14684,RT @roselxjackson: Looking to speak to people with friends or family in #Kashmir about the police targeting social media users. DMs are ope…
14685,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14686,RT @TheSphinxSpeaks: @nuts2406 She and I have always had diametrically opposite views. She also happens to work for an organization that ha…
14687,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14688,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14689,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14690,"RT @sweposten: 200 days - #Siege Kashmir - 20 Sec Video, Please Watch

Life Under Siege in #Kashmir, No job, No food, No medical, No phone,…"
14691,"RT @NorthernComd_IA: With the aim to support the spirit of youth seeking promising career, #IndianArmy in #Kashmir is organising series of…"
14692,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
14693,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14694,RT @MughalAmiruddin: newly developed Tulip #Garden opened for tourists in Jalaluddin garden #Muzaffrabad the capital of #Pakistan administe…
14695,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14696,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14697,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14698,RT @M_A_Thakur: All Parties Group on #Kashmir being relaunched in European Parliament @Europarl_EN https://t.co/V42yvh9X7O
14699,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14700,RT @FastVPNapp: #Kashmir #KashmirWantsFreedom Fast VPN support Kashmir people's right for freedom. Fast VPN is tring the best to supply fas…
14701,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14702,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14703,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14704,"RT @WasemKhalid: Since #Kashmir remained off line for most part of the core winters, here is a glimpse how we spent our winters righr from…"
14705,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14706,"RT @ufo_vpn: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, and…"
14707,"RT @MaleehaHashmey: Catch me &amp; Ahmed Quraishi with Jameel Farooqui on AAP News on #200Days of #Kashmir Curfew - at 7'pm tonight !!

Watch &amp;…"
14708,"RT @Indiansontop: Any reply to her

“ #Kashmir has never been an integral part of #India. It is a historical fact. Even the #Indiangovernme…"
14709,"RT @ChinarcorpsIA: As the world celebrates #MahaShivratri2020, #ChinarCorps wishes All Ranks, Civilian Staff and the Awam of #Kashmir great…"
14710,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14711,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14712,"RT @DDNewslive: Post abrogation of #Article370, people of #Kashmir speak on the new template of Peace, Development and Dialogue 
Watch #DDD…"
14713,"@chaanakya41 BRO I AM #Kashmiri 
I am proud to be INDIAN KASHMIRI

#JammuAndKashmir 
#Kashmir
#KashmirPrideofIndia"
14714,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14715,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14716,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
14717,"RT @appcsocialmedia: #PMImranKhan optimistic about peace, stability in #Afghanistan; says things moving in right direction

#APPNews @Imran…"
14718,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
14719,"#PMImranKhan optimistic about peace, stability in #Afghanistan; says things moving in right direction

#APPNews… https://t.co/RVRzN3NmVb"
14720,"RT @WasemKhalid: Since #Kashmir remained off line for most part of the core winters, here is a glimpse how we spent our winters righr from…"
14721,"RT @TCNLive: 200 days since abrogation of Article 370 : alienation, clampdowns, denials and detentions continue to plague Kashmiris 

By @A…"
14722,"RT @ChinarcorpsIA: As the world celebrates #MahaShivratri2020, #ChinarCorps wishes All Ranks, Civilian Staff and the Awam of #Kashmir great…"
14723,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14724,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14725,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14726,"RT @786__Zakia: One Pak Army soldier killed, many others injured.

Pakistan has been trying to push terrorists into India from #Neelamvalle…"
14727,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14728,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
14729,"RT @MushaalMullick: More than 200 days have passed since the unjust, inhumane and cruel siege of Kashmiri people in Indian Occupied #Kashmi…"
14730,"RT @WasemKhalid: Since #Kashmir remained off line for most part of the core winters, here is a glimpse how we spent our winters righr from…"
14731,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14732,"RT @AsimKhanTweets: This is not Delhi , MP or Banglore but this is #Kashmir and these are the students of Good will school Bandipora North…"
14733,"RT @Anas_Manzoor01: reality 👇
#Kashmir https://t.co/vvBDugKV2u"
14734,RT @RabiaMa30938617: @cjwerleman Indian Muslims who still believe in secularism are living in a delusive contentment; the BJP is hellbent o…
14735,"सुनिए आज के मुख्य समाचार • 21st February 2020

Full video: https://t.co/z9cacK0gR2

For more such updates visit… https://t.co/E8Ee39lNWA"
14736,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14737,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14738,Go through it if you want to etch post Aug 5 #Kashmir in your memory forever. https://t.co/5OyRWgEVuM
14739,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14740,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14741,"RT @mirwaliali: @Mike_EP1 @Aishasyed60 @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ @UN Also not forget, S…"
14742,"RT @Mike_EP1: @Aishasyed60 @mirwaliali @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ A tailpiece.
@realDona…"
14743,"RT @sweposten: 200 days - #Siege Kashmir - 20 Sec Video, Please Watch

Life Under Siege in #Kashmir, No job, No food, No medical, No phone,…"
14744,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14745,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
14746,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14747,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14748,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14749,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14750,"RT @mirwaliali: @Mike_EP1 @Aishasyed60 @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ @UN Also not forget, S…"
14751,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14752,"RT @Mike_EP1: @Aishasyed60 @mirwaliali @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ A tailpiece.
@realDona…"
14753,"RT @Aahmedbq: My father told me that in the 90's, he and many other prisoners went through this. Their nails were uprooted and salt and spi…"
14754,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14755,@HerNameIs_Bea's account has been withheld in India in response to a legal demand. Learn more.
14756,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14757,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14758,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14759,"RT @Hatf_VI: LOC Update:

Intense firing between Pakistan &amp; Indian Army in Kundal Shahi, Neelum Valley. Indian Army has started shelling at…"
14760,"RT @UdayKumar_BJP: In #Kashmir today, Hindu devotees reciting Shiva prayers in temple. Despite reducing number, tradition continues.

They…"
14761,"RT @NorthernComd_IA: With the aim to support the spirit of youth seeking promising career, #IndianArmy in #Kashmir is organising series of…"
14762,"RT @mirwaliali: @Mike_EP1 @Aishasyed60 @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ @UN Also not forget, S…"
14763,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14764,"RT @Hatf_VI: LOC Update:

Just in, 2 shells fell at Gujan Top in Kundal Shahi. Sound was too loud. Pak Army started targeting Indian posts.…"
14765,"RT @Mike_EP1: @Aishasyed60 @mirwaliali @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ A tailpiece.
@realDona…"
14766,"RT @Hatf_VI: LOC Update:

Indian Army started heavy shelling at Mohra Taeen Village &amp; Bhensa Gala Village of Khuiratta Sector. Heavy shelli…"
14767,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14768,"RT @mirwaliali: @Mike_EP1 @Aishasyed60 @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ @UN Also not forget, S…"
14769,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14770,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14771,@Mike_EP1 @Aishasyed60 @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ @UN Also not f… https://t.co/vHraWhx3i5
14772,RT @SaveSabrimala: Celebrated #Shivratri at #Purmandal #AapShambhu  temple built by King Of #Kashmir to do penance for killing a 🦊 Fox. One…
14773,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14774,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14775,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14776,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14777,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14778,"RT @Skinderjourno: Budgam Police arrested a terrorist associate linked to proscribed
Militant outfit JeM. Identified as Saqib Lone, incrimi…"
14779,"RT @KhubaibRah001: Our #Kashmir completes 201 days of lockdown by Indian BJP government
201 days of Internet lockdown and illegal detention…"
14780,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14781,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14782,"RT @786__Zakia: Matenullah Tariq Khan is  ready to protect us &amp; Serve the Nation.

We #Kashmiris Ready to serve the Nation.

#KashmirNormal…"
14783,"RT @Beingsajiddarr: BJP holds meeting of some local party workers for J&amp;K #PanchayatElections in Srinagar, Kashmir .

#BJP #Kashmir #electi…"
14784,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14785,"RT @TajamulIslamP: @aleemudasir Last year, In July I was travelling from Jammu to Kashmir and we were stopped by the army late in the night…"
14786,"RT @Kashmir02642982: Indian army has started heavy shelling in Khuiratta Sector. 
They are targeting civilians. 
#loc #Kashmir"
14787,RT @M_A_Thakur: All Parties Group on #Kashmir being relaunched in European Parliament @Europarl_EN https://t.co/V42yvh9X7O
14788,RT @FastVPNapp: #Kashmir #KashmirWantsFreedom Fast VPN support Kashmir people's right for freedom. Fast VPN is tring the best to supply fas…
14789,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14790,"RT @ProtonVPN: #Kashmir just emerged from a 6 month Internet blackout. Now the Indian government is blocking social media, news sources, an…"
14791,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14792,RT @SkyVPN: #kashmir We know Kashmir people are fighting for online freedom because of the Indian government is blocking everything there.…
14793,"RT @Kashmir02642982: Indian  army also start firing in Kundal shai area that's in Neelum valley.
#loc #Kashmir"
14794,"Budgam Police arrested a terrorist associate linked to proscribed
Militant outfit JeM. Identified as Saqib Lone, in… https://t.co/oQYwymliXV"
14795,RT @M_A_Thakur: All Parties Group on #Kashmir being relaunched in European Parliament @Europarl_EN https://t.co/V42yvh9X7O
14796,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14797,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14798,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14799,"RT @Mike_EP1: @Aishasyed60 @mirwaliali @realDonaldTrump @ImranKhanPTI @SMQureshiPTI @OfficialDGISPR @_GhulamMustafa_ A tailpiece.
@realDona…"
14800,"RT @VikasMysterious: #Shankracharya_Temple in Srinagar, #Kashmir lit up for the first time for #Shivaratri today after many years

This is…"
14801,"RT @ThtKashmiriGuy: After almost 30 Years of darkness, Shankrcharya Mandir in #Kashmir lit up for Mahashivratri after decades.

Mandir is v…"
14802,"RT @Kashmir02642982: From last night people of Neelum valley are facing shelling with time to time. 

#loc #Kashmir #pakarmy"
